date,ticker,momentum_6m,momentum_12m,rank_6m,rank_12m,composite_score,final_rank,weight
2018-09-28,QCOM,0.3649,0.4435,0.898,0.7143,0.8429,6,0.0667
2018-09-28,AAPL,0.3643,0.495,0.8776,0.7551,0.8408,8,0.0667
2018-09-28,NFLX,0.3348,1.0704,0.7959,0.9388,0.8388,9,0.0667
2018-09-28,CSX,0.3614,0.399,0.8571,0.6327,0.7898,10,0.0667
2018-09-28,MSFT,0.3026,0.5762,0.7755,0.7959,0.7816,11,0.0667
2018-09-28,ADP,0.3428,0.4109,0.8163,0.6939,0.7796,12,0.0667
2018-09-28,NVDA,0.2728,0.6036,0.7347,0.8367,0.7653,13,0.0667
2018-09-28,ADBE,0.2717,0.8385,0.6939,0.9184,0.7612,14,0.0667
2018-09-28,COST,0.2922,0.449,0.7551,0.7347,0.749,15,0.0667
2018-10-31,AMD,0.6661,0.657,1.0,0.9796,0.9939,1,0.0667
2018-10-31,FTNT,0.4646,1.0853,0.9796,1.0,0.9857,2,0.0667
2018-10-31,ORLY,0.2387,0.5205,0.898,0.9388,0.9102,3,0.0667
