date,ticker,momentum_6m,momentum_12m,volatility,rank_6m,rank_12m,rank_low_vol,composite_score,final_rank,weight
2017-04-28,AVGO,0.2895,0.5167,0.0107,0.7347,0.7347,0.5918,0.7061,10,0.0667
2017-04-28,KLAC,0.3222,0.4269,0.0115,0.7755,0.6735,0.5102,0.6918,11,0.0667
2017-04-28,ADBE,0.2387,0.4282,0.0071,0.5306,0.6939,0.9592,0.6653,12,0.0667
2017-04-28,AAPL,0.2546,0.5468,0.0099,0.551,0.7959,0.6735,0.649,13,0.0667
2017-04-28,MCHP,0.2615,0.5636,0.0131,0.6327,0.8163,0.4286,0.6469,14,0.0667
2017-04-28,SNPS,0.2585,0.5271,0.0109,0.6122,0.7551,0.5714,0.6469,15,0.0667
2017-05-31,CSX,0.5742,1.0889,0.0145,0.9592,0.9388,0.2449,0.8102,1,0.0667
2017-05-31,MU,0.5393,1.419,0.0198,0.9388,0.9592,0.1429,0.7857,2,0.0667
2017-05-31,MELI,0.7025,1.0228,0.0271,0.9796,0.9184,0.0816,0.7816,3,0.0667
2017-05-31,NVDA,0.5374,2.1072,0.031,0.9184,1.0,0.0408,0.7673,4,0.0667
2017-05-31,AMAT,0.4483,0.9009,0.0129,0.8571,0.8571,0.3469,0.7551,5,0.0667
2017-05-31,LRCX,0.4652,0.9022,0.0139,0.8776,0.8776,0.2653,0.7551,5,0.0667
2017-05-31,ADSK,0.4867,0.9181,0.023,0.898,0.898,0.102,0.7388,7,0.0667
2017-05-31,TSLA,0.7388,0.5276,0.0227,1.0,0.7143,0.1224,0.7388,7,0.0667
2017-05-31,AAPL,0.3808,0.559,0.0089,0.7347,0.7347,0.7347,0.7347,9,0.0667
2017-05-31,ISRG,0.4122,0.4411,0.0102,0.8163,0.6122,0.6531,0.7224,10,0.0667
2017-05-31,MAR,0.388,0.6544,0.0118,0.7755,0.8367,0.4082,0.7204,11,0.0667
2017-05-31,ADBE,0.3575,0.4262,0.0078,0.7143,0.5918,0.898,0.7143,12,0.0667
2017-05-31,AVGO,0.3853,0.5771,0.0122,0.7551,0.7755,0.3673,0.6837,13,0.0667
2017-05-31,NFLX,0.3946,0.5898,0.0148,0.7959,0.7959,0.2245,0.6816,14,0.0667
2017-05-31,MCHP,0.2762,0.6461,0.011,0.5918,0.8163,0.551,0.651,15,0.0667
2017-06-30,CSX,0.5173,1.1322,0.0135,0.9388,0.9388,0.449,0.8408,1,0.0667
2017-06-30,ADBE,0.3642,0.4766,0.0094,0.898,0.6735,0.8776,0.8265,2,0.0667
2017-06-30,ISRG,0.4694,0.4142,0.0112,0.9184,0.6327,0.7143,0.7918,3,0.0667
2017-06-30,MELI,0.5848,0.7889,0.0289,0.9592,0.898,0.0612,0.7612,4,0.0667
2017-06-30,TSLA,0.6844,0.7035,0.0234,0.9796,0.8367,0.102,0.7612,4,0.0667
2017-06-30,VRTX,0.7312,0.4981,0.0179,1.0,0.6939,0.2041,0.749,6,0.0667
2017-06-30,ADSK,0.3446,0.8622,0.0232,0.8776,0.9184,0.1224,0.7388,7,0.0667
2017-06-30,MU,0.3408,1.1701,0.0219,0.8367,0.9592,0.1429,0.7347,8,0.0667
2017-06-30,LRCX,0.3287,0.7067,0.0173,0.8163,0.8571,0.2449,0.7143,9,0.0667
2017-06-30,PYPL,0.3431,0.47,0.0136,0.8571,0.6531,0.4286,0.7102,10,0.0667
2017-06-30,CDNS,0.3123,0.3782,0.0113,0.7755,0.5306,0.6735,0.6816,11,0.0667
2017-06-30,NVDA,0.3003,2.0925,0.0339,0.7347,1.0,0.0408,0.6755,12,0.0667
2017-06-30,AMAT,0.2713,0.7437,0.0171,0.6939,0.8776,0.2857,0.6673,13,0.0667
2017-06-30,BKNG,0.2637,0.4983,0.0114,0.6531,0.7143,0.6327,0.6673,13,0.0667
2017-06-30,AAPL,0.2443,0.5353,0.0116,0.6327,0.7755,0.5714,0.6633,15,0.0667
2017-07-31,CDNS,0.4127,0.5343,0.0106,0.898,0.7551,0.8571,0.8469,1,0.0667
2017-07-31,PYPL,0.4689,0.5722,0.0144,0.9388,0.8163,0.4694,0.8082,2,0.0667
2017-07-31,NVDA,0.4805,1.8622,0.0336,0.9592,1.0,0.0408,0.7878,3,0.0667
2017-07-31,MELI,0.56,0.8899,0.0287,0.9796,0.9184,0.102,0.7857,4,0.0667
2017-07-31,LRCX,0.3838,0.8018,0.016,0.8776,0.8776,0.3265,0.7673,5,0.0667
2017-07-31,ADBE,0.287,0.4969,0.011,0.7551,0.7143,0.7959,0.751,6,0.0667
2017-07-31,VRTX,0.7992,0.5652,0.0322,1.0,0.7959,0.0612,0.751,6,0.0667
2017-07-31,ADSK,0.3651,0.8636,0.0239,0.8571,0.898,0.1633,0.7306,8,0.0667
2017-07-31,BKNG,0.266,0.5017,0.0111,0.6939,0.7347,0.7551,0.7184,9,0.0667
2017-07-31,ISRG,0.3595,0.3485,0.0114,0.8367,0.5306,0.6939,0.7163,10,0.0667
2017-07-31,AMAT,0.2969,0.7053,0.0179,0.8163,0.8367,0.2653,0.7122,11,0.0667
2017-07-31,META,0.2922,0.3656,0.0119,0.7959,0.551,0.6531,0.6939,12,0.0667
2017-07-31,NFLX,0.2864,0.9908,0.0237,0.7347,0.9592,0.1837,0.6918,13,0.0667
2017-07-31,SNPS,0.2228,0.4138,0.0089,0.5714,0.6327,0.9388,0.6633,14,0.0667
2017-07-31,AAPL,0.2332,0.4545,0.0118,0.6327,0.6531,0.6735,0.6469,15,0.0667
2017-08-31,PYPL,0.4334,0.6603,0.0144,0.9592,0.8163,0.4898,0.8224,1,0.0667
2017-08-31,NVDA,0.7248,1.7753,0.0259,0.9796,1.0,0.0816,0.8061,2,0.0667
2017-08-31,ADBE,0.2926,0.5166,0.0115,0.8367,0.7347,0.7143,0.7816,3,0.0667
2017-08-31,CDNS,0.2633,0.5444,0.0109,0.7959,0.7755,0.7551,0.7816,3,0.0667
2017-08-31,LRCX,0.4086,0.8042,0.0196,0.9184,0.9388,0.2041,0.7816,3,0.0667
2017-08-31,VRTX,0.78,0.6987,0.0327,1.0,0.8776,0.0408,0.7714,6,0.0667
2017-08-31,ISRG,0.3489,0.4636,0.0123,0.898,0.6531,0.6327,0.7714,7,0.0667
2017-08-31,ADSK,0.3415,0.6982,0.0161,0.8776,0.8571,0.2857,0.7531,8,0.0667
2017-08-31,TSLA,0.4147,0.6787,0.0245,0.9388,0.8367,0.1224,0.7449,9,0.0667
2017-08-31,NFLX,0.2556,0.7928,0.024,0.7755,0.9184,0.1633,0.6959,10,0.0667
2017-08-31,ASML,0.2836,0.4816,0.0152,0.8163,0.6939,0.3878,0.6939,11,0.0667
2017-08-31,MU,0.2503,0.9388,0.0241,0.7347,0.9796,0.1429,0.6898,12,0.0667
2017-08-31,META,0.2537,0.3635,0.0117,0.7551,0.551,0.6735,0.6776,13,0.0667
2017-08-31,AAPL,0.1827,0.573,0.0131,0.6122,0.7959,0.551,0.6551,14,0.0667
2017-08-31,MAR,0.2013,0.4787,0.0126,0.6531,0.6735,0.5918,0.6469,15,0.0667
2017-09-29,NVDA,0.6443,1.6648,0.024,1.0,1.0,0.1224,0.8245,1,0.0667
2017-09-29,PYPL,0.4884,0.5853,0.0133,0.9796,0.7755,0.4694,0.8163,2,0.0667
2017-09-29,LRCX,0.4495,1.012,0.0197,0.9592,0.9592,0.1837,0.8041,3,0.0667
2017-09-29,ISRG,0.3645,0.4526,0.0116,0.9184,0.6735,0.6735,0.7959,4,0.0667
2017-09-29,MU,0.3609,1.2423,0.0236,0.898,0.9796,0.1429,0.7714,5,0.0667
2017-09-29,ASML,0.302,0.5902,0.0132,0.8571,0.7959,0.5102,0.7694,6,0.0667
2017-09-29,CDNS,0.257,0.565,0.011,0.7959,0.7143,0.7551,0.7633,7,0.0667
2017-09-29,VRTX,0.3904,0.7887,0.0309,0.9388,0.8776,0.0204,0.7367,8,0.0667
2017-09-29,AMAT,0.3452,0.7797,0.0196,0.8776,0.8571,0.2041,0.7367,9,0.0667
2017-09-29,ADSK,0.2983,0.5681,0.0137,0.8367,0.7347,0.449,0.7286,10,0.0667
2017-09-29,INTU,0.2322,0.3155,0.0084,0.7755,0.449,0.8776,0.698,11,0.0667
2017-09-29,MAR,0.1784,0.6661,0.0111,0.6122,0.8163,0.7347,0.698,12,0.0667
2017-09-29,NFLX,0.2269,0.876,0.0231,0.7347,0.9184,0.1633,0.6755,13,0.0667
2017-09-29,MCHP,0.2277,0.4772,0.0138,0.7551,0.6939,0.4286,0.6714,14,0.0667
2017-09-29,CSX,0.1747,0.8397,0.0151,0.5918,0.898,0.3469,0.6347,15,0.0667
2017-10-31,CDNS,0.3175,0.6873,0.0086,0.8367,0.8163,0.898,0.8429,1,0.0667
2017-10-31,PYPL,0.4802,0.7417,0.0133,0.9592,0.8776,0.449,0.8327,2,0.0667
2017-10-31,ADSK,0.3386,0.7288,0.0118,0.8776,0.8571,0.6122,0.8184,3,0.0667
2017-10-31,ASML,0.3472,0.7283,0.012,0.898,0.8367,0.5918,0.8184,3,0.0667
2017-10-31,NVDA,0.9876,1.9199,0.0218,1.0,1.0,0.0816,0.8163,5,0.0667
2017-10-31,ISRG,0.3321,0.6755,0.0103,0.8571,0.7551,0.7959,0.8143,6,0.0667
2017-10-31,MU,0.5825,1.5822,0.0229,0.9796,0.9796,0.0612,0.7959,7,0.0667
2017-10-31,LRCX,0.3974,1.1828,0.0178,0.9388,0.9592,0.1633,0.7898,8,0.0667
2017-10-31,AMAT,0.3643,0.9612,0.0176,0.9184,0.9388,0.1837,0.7776,9,0.0667
2017-10-31,MAR,0.2399,0.7634,0.0114,0.7143,0.898,0.7143,0.7694,10,0.0667
2017-10-31,MCHP,0.271,0.5964,0.0117,0.7551,0.7143,0.6531,0.7224,11,0.0667
2017-10-31,VRTX,0.2283,0.9276,0.0153,0.6531,0.9184,0.3061,0.6633,12,0.0667
2017-10-31,MNST,0.2893,0.204,0.0071,0.7755,0.2653,0.9592,0.6592,13,0.0667
2017-10-31,CTAS,0.233,0.4152,0.0104,0.6735,0.5102,0.7755,0.6449,14,0.0667
2017-10-31,ADBE,0.2989,0.6292,0.0193,0.7959,0.7347,0.1224,0.6429,15,0.0667
2017-11-30,ISRG,0.297,0.8631,0.0097,0.9184,0.9388,0.8163,0.9041,1,0.0667
2017-11-30,PYPL,0.415,0.928,0.017,1.0,0.9592,0.3673,0.8612,2,0.0667
2017-11-30,CDNS,0.245,0.6709,0.0104,0.8571,0.8163,0.7551,0.8245,3,0.0667
2017-11-30,NVDA,0.3995,1.1854,0.0202,0.9796,1.0,0.1633,0.8224,4,0.0667
2017-11-30,ASML,0.303,0.7188,0.0152,0.9388,0.8367,0.4286,0.8061,5,0.0667
2017-11-30,MU,0.3582,1.1705,0.0247,0.9592,0.9796,0.0612,0.7857,6,0.0667
2017-11-30,MNST,0.2224,0.4004,0.0086,0.8163,0.551,0.9184,0.7571,7,0.0667
2017-11-30,ADBE,0.2648,0.7651,0.0202,0.898,0.8776,0.1429,0.7408,8,0.0667
2017-11-30,MAR,0.1608,0.6325,0.0088,0.6531,0.7551,0.898,0.7327,9,0.0667
2017-11-30,SNPS,0.192,0.4944,0.0096,0.7551,0.5918,0.8367,0.7224,10,0.0667
2017-11-30,LRCX,0.2183,0.839,0.0198,0.7959,0.9184,0.2041,0.7143,11,0.0667
2017-11-30,CTAS,0.2408,0.3889,0.0107,0.8367,0.4694,0.6939,0.698,12,0.0667
2017-11-30,TXN,0.2068,0.3492,0.0089,0.7755,0.449,0.8571,0.6939,13,0.0667
2017-11-30,HON,0.1753,0.3969,0.0063,0.6939,0.4898,1.0,0.6939,14,0.0667
2017-11-30,MSFT,0.1851,0.428,0.0106,0.7143,0.5714,0.7143,0.6714,15,0.0667
2017-12-29,MAR,0.3612,0.6496,0.0089,0.9184,0.8367,0.8776,0.8857,1,0.0667
2017-12-29,TXN,0.3746,0.4441,0.0082,0.9592,0.6122,0.9388,0.851,2,0.0667
2017-12-29,PYPL,0.3717,0.8423,0.0184,0.9388,0.9388,0.2449,0.8,3,0.0667
2017-12-29,MU,0.3771,0.8464,0.0244,0.9796,0.9592,0.0612,0.7898,4,0.0667
2017-12-29,ASML,0.3339,0.5792,0.0139,0.8776,0.7755,0.5306,0.7776,5,0.0667
2017-12-29,NVDA,0.3407,0.7433,0.0186,0.898,0.9184,0.2041,0.7653,6,0.0667
2017-12-29,CDNS,0.2487,0.6387,0.0106,0.7347,0.8163,0.7347,0.7592,7,0.0667
2017-12-29,LRCX,0.3086,0.7387,0.0185,0.8571,0.898,0.2245,0.7429,8,0.0667
2017-12-29,MNST,0.274,0.4055,0.0091,0.8163,0.551,0.8163,0.7367,9,0.0667
2017-12-29,NFLX,0.2848,0.5316,0.016,0.8367,0.7347,0.3673,0.7122,10,0.0667
2017-12-29,MELI,0.2555,0.9897,0.0297,0.7959,0.9796,0.0408,0.7,11,0.0667
2017-12-29,INTC,0.3865,0.2948,0.0151,1.0,0.3469,0.449,0.6939,12,0.0667
2017-12-29,CTAS,0.2499,0.3543,0.0085,0.7551,0.4286,0.9184,0.6898,13,0.0667
2017-12-29,MSFT,0.2538,0.3903,0.0119,0.7755,0.5102,0.6327,0.6673,14,0.0667
2017-12-29,AMAT,0.2424,0.5795,0.0178,0.6939,0.7959,0.3061,0.6469,15,0.0667
2018-01-31,MAR,0.4099,0.7636,0.0097,0.898,0.8571,0.8776,0.8816,1,0.0667
2018-01-31,AMZN,0.4564,0.7619,0.0109,0.9388,0.8367,0.7347,0.8673,2,0.0667
2018-01-31,NVDA,0.4967,1.2601,0.021,0.9796,1.0,0.2041,0.8306,3,0.0667
2018-01-31,PYPL,0.4378,1.1448,0.0174,0.9184,0.9796,0.3469,0.8224,4,0.0667
2018-01-31,NFLX,0.4849,0.921,0.0215,0.9592,0.9184,0.1429,0.7837,5,0.0667
2018-01-31,MU,0.5427,0.8134,0.0278,1.0,0.8776,0.0408,0.7714,6,0.0667
2018-01-31,ADBE,0.3556,0.7619,0.0154,0.8367,0.8163,0.5306,0.7694,7,0.0667
2018-01-31,ISRG,0.3763,0.8695,0.0178,0.8776,0.898,0.2857,0.7653,8,0.0667
2018-01-31,MSFT,0.3226,0.5024,0.0105,0.7347,0.6939,0.7959,0.7347,9,0.0667
2018-01-31,TXN,0.3583,0.4873,0.0167,0.8571,0.6735,0.4286,0.7163,10,0.0667
2018-01-31,ASML,0.3448,0.6884,0.0173,0.8163,0.7755,0.3673,0.7143,11,0.0667
2018-01-31,CTAS,0.2566,0.4667,0.009,0.6531,0.6327,0.9184,0.7,12,0.0667
2018-01-31,MNST,0.2845,0.6016,0.0118,0.6939,0.7347,0.6531,0.698,13,0.0667
2018-01-31,MELI,0.3414,1.0929,0.025,0.7755,0.9592,0.0612,0.6878,14,0.0667
2018-01-31,CSCO,0.3337,0.399,0.0105,0.7551,0.4694,0.8367,0.6857,15,0.0667
2018-02-28,AMZN,0.5988,0.7898,0.0161,0.9592,0.8776,0.5918,0.8612,1,0.0667
2018-02-28,MAR,0.4091,0.642,0.0153,0.8571,0.8163,0.7143,0.8163,2,0.0667
2018-02-28,NFLX,0.7435,1.0501,0.0255,1.0,0.9592,0.1429,0.8163,3,0.0667
2018-02-28,MELI,0.6013,0.8441,0.0236,0.9796,0.9184,0.1633,0.798,4,0.0667
2018-02-28,ADBE,0.3778,0.7672,0.0179,0.8367,0.8571,0.551,0.7857,5,0.0667
2018-02-28,NVDA,0.4689,1.3925,0.0272,0.9184,1.0,0.0816,0.7755,6,0.0667
2018-02-28,MU,0.5705,1.0823,0.0325,0.9388,0.9796,0.0204,0.7673,7,0.0667
2018-02-28,CSCO,0.4427,0.3554,0.0156,0.898,0.5918,0.6531,0.7571,8,0.0667
2018-02-28,CTAS,0.2889,0.462,0.014,0.6735,0.6939,0.8571,0.7163,9,0.0667
2018-02-28,PYPL,0.3119,0.8907,0.0208,0.7347,0.9388,0.3061,0.7102,10,0.0667
2018-02-28,FTNT,0.3545,0.3513,0.0157,0.7959,0.5714,0.6327,0.6959,11,0.0667
2018-02-28,TXN,0.3577,0.4487,0.02,0.8163,0.6735,0.4082,0.6918,12,0.0667
2018-02-28,MSFT,0.3001,0.4963,0.0163,0.7143,0.7143,0.5714,0.6857,13,0.0667
2018-02-28,INTC,0.4406,0.3997,0.0228,0.8776,0.6531,0.1837,0.6714,14,0.0667
2018-02-28,ISRG,0.2975,0.7359,0.0209,0.6939,0.8367,0.2857,0.6551,15,0.0667
2018-03-29,AMZN,0.5221,0.6554,0.0192,0.9796,0.898,0.551,0.8694,1,0.0667
2018-03-29,ADBE,0.4757,0.6675,0.0198,0.9592,0.9184,0.4898,0.8531,2,0.0667
2018-03-29,PANW,0.2973,0.6003,0.0161,0.8163,0.8163,0.8163,0.8163,3,0.0667
2018-03-29,FTNT,0.4212,0.3986,0.0172,0.9388,0.6327,0.7347,0.8061,4,0.0667
2018-03-29,NFLX,0.6231,1.0165,0.03,1.0,0.9796,0.0612,0.8061,4,0.0667
2018-03-29,INTU,0.207,0.4863,0.0157,0.7347,0.7347,0.8571,0.7592,6,0.0667
2018-03-29,MAR,0.2611,0.4542,0.0177,0.7959,0.7143,0.6939,0.751,7,0.0667
2018-03-29,MU,0.4058,0.8295,0.0342,0.9184,0.9592,0.0204,0.751,7,0.0667
2018-03-29,NVDA,0.3196,1.1646,0.0291,0.8571,1.0,0.102,0.749,9,0.0667
2018-03-29,MELI,0.3342,0.6504,0.0243,0.8776,0.8776,0.2041,0.7429,10,0.0667
2018-03-29,PYPL,0.198,0.7546,0.0197,0.7143,0.9388,0.5102,0.7408,11,0.0667
2018-03-29,CSCO,0.3018,0.3152,0.0183,0.8367,0.5714,0.6735,0.7245,12,0.0667
2018-03-29,ISRG,0.2094,0.6175,0.0205,0.7551,0.8571,0.4082,0.7163,13,0.0667
2018-03-29,INTC,0.405,0.5051,0.0256,0.898,0.7551,0.1837,0.7122,14,0.0667
2018-03-29,CTAS,0.1975,0.3639,0.0162,0.6939,0.6122,0.7959,0.6898,15,0.0667
2018-04-30,PANW,0.2938,0.7758,0.0161,0.898,0.9592,0.8776,0.9122,1,0.0667
2018-04-30,AMZN,0.6105,0.6931,0.0229,1.0,0.9388,0.3265,0.8469,2,0.0667
2018-04-30,FTNT,0.3805,0.4195,0.0181,0.9388,0.7347,0.7551,0.8408,3,0.0667
2018-04-30,INTU,0.2269,0.4907,0.0179,0.8367,0.8367,0.7755,0.8245,4,0.0667
2018-04-30,ADBE,0.2754,0.6569,0.0211,0.8776,0.898,0.5714,0.8224,5,0.0667
2018-04-30,NFLX,0.6006,1.053,0.0297,0.9796,0.9796,0.1429,0.8122,6,0.0667
2018-04-30,CSCO,0.3125,0.344,0.0202,0.9184,0.6531,0.6122,0.7776,7,0.0667
2018-04-30,MELI,0.4837,0.486,0.0261,0.9592,0.8163,0.1837,0.7612,8,0.0667
2018-04-30,MAR,0.1561,0.4643,0.0183,0.7347,0.7755,0.7143,0.7429,9,0.0667
2018-04-30,COST,0.2204,0.1692,0.0148,0.8163,0.449,0.9388,0.7306,10,0.0667
2018-04-30,ISRG,0.1837,0.582,0.0222,0.7551,0.8776,0.449,0.7306,11,0.0667
2018-04-30,INTC,0.2643,0.4678,0.0239,0.8571,0.7959,0.2857,0.7245,12,0.0667
2018-04-30,CTAS,0.136,0.4058,0.017,0.6735,0.7143,0.8367,0.7184,13,0.0667
2018-04-30,MSFT,0.199,0.3947,0.0217,0.7959,0.6735,0.4694,0.6939,14,0.0667
2018-04-30,NVDA,0.1508,1.1633,0.0301,0.7143,1.0,0.1224,0.6816,15,0.0667
2018-05-31,PANW,0.3956,0.7547,0.0152,0.9592,0.9388,0.7755,0.9163,1,0.0667
2018-05-31,FTNT,0.4511,0.5552,0.0154,0.9796,0.8367,0.7551,0.8918,2,0.0667
2018-05-31,INTU,0.3002,0.4479,0.0145,0.898,0.7551,0.7959,0.8347,3,0.0667
2018-05-31,NFLX,0.7652,1.1561,0.0261,1.0,1.0,0.1429,0.8286,4,0.0667
2018-05-31,ADBE,0.3446,0.7572,0.0193,0.9184,0.9592,0.3469,0.8163,5,0.0667
2018-05-31,AMZN,0.3653,0.6384,0.0192,0.9388,0.898,0.3878,0.8163,5,0.0667
2018-05-31,CTAS,0.1988,0.4637,0.0133,0.7755,0.7755,0.8776,0.7959,7,0.0667
2018-05-31,ADP,0.1819,0.2982,0.0132,0.7347,0.6735,0.898,0.749,8,0.0667
2018-05-31,INTC,0.2496,0.5688,0.0208,0.8571,0.8571,0.2653,0.7388,9,0.0667
2018-05-31,CSX,0.2542,0.2119,0.0165,0.8776,0.5306,0.6327,0.7245,10,0.0667
2018-05-31,MU,0.2015,0.8716,0.0352,0.7959,0.9796,0.0204,0.6959,11,0.0667
2018-05-31,CSCO,0.1496,0.4005,0.0158,0.6735,0.7143,0.6939,0.6898,12,0.0667
2018-05-31,NVDA,0.1983,0.752,0.0247,0.7551,0.9184,0.1837,0.6898,12,0.0667
2018-05-31,BKNG,0.2037,0.1235,0.0142,0.8163,0.3673,0.8367,0.6857,14,0.0667
2018-05-31,MSFT,0.175,0.4429,0.0177,0.6939,0.7347,0.5102,0.6694,15,0.0667
2018-06-29,AMZN,0.4331,0.7417,0.0151,0.9796,0.9796,0.5714,0.898,1,0.0667
